gender,age,student_since,nationality,school_education,attended_university	
male,23,3/4/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,2/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,3/12/2018,Sudan,Upper secondary education (11-13 school years),TRUE	
male,32,3/20/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,2/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,47,2/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,3/20/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,2/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,25,2/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,35,5/30/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,26,2/28/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
female,16,3/15/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,30,2/26/2018,Iraq,Upper secondary education (11-13 school years),TRUE	
male,22,3/23/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,2/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,3/13/2018,Iraq,Lower secondary education (7-11 school years),FALSE	
female,21,2/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,30,2/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,20,3/12/2018,Egypt,Upper secondary education (11-13 school years),FALSE	
male,28,2/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,32,3/12/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,23,2/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,22,2/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,26,12/22/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,38,2/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,2/27/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,26,2/27/2018,Iraq,Upper secondary education (11-13 school years),TRUE	
male,26,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,32,2/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,3/23/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,2/26/2018,Afghanistan,Primary education (4-7 school years),FALSE	
male,24,3/12/2018,Afghanistan,Upper secondary education (11-13 school years),FALSE	
female,22,5/23/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
female,27,2/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,16,3/3/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
male,27,4/14/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,27,3/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,28,9/18/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,24,5/24/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,26,3/28/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,3/14/2018,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),FALSE	
male,48,3/12/2018,Iraq,Upper secondary education (11-13 school years),FALSE	
female,20,3/12/2018,Iraq,Upper secondary education (11-13 school years),FALSE	
female,34,8/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,3/14/2018,Jordan,Upper secondary education (11-13 school years),FALSE	
male,34,3/14/2018,Somalia,Upper secondary education (11-13 school years),TRUE	
female,26,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,20,3/12/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
male,35,3/14/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,3/27/2018,Turkey,Upper secondary education (11-13 school years),TRUE	
male,21,3/31/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,30,3/15/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
female,25,3/17/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,29,3/12/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,18,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,38,3/13/2018,Iraq,Upper secondary education (11-13 school years),FALSE	
male,31,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,20,3/14/2018,Syrian Arab Republic,I did not go to school,FALSE	
male,31,3/13/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,37,4/2/2019,Jordan,Upper secondary education (11-13 school years),TRUE	
male,28,3/12/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,24,3/12/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
female,23,3/20/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,23,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,3/21/2018,Burundi,Upper secondary education (11-13 school years),FALSE	
female,20,3/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,28,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,28,3/12/2018,Uganda,Upper secondary education (11-13 school years),TRUE	
male,27,4/4/2018,Algeria,Upper secondary education (11-13 school years),TRUE	
female,23,3/19/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,20,3/21/2018,Kenya,Upper secondary education (11-13 school years),FALSE	
male,37,3/14/2018,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),TRUE	
female,25,3/13/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
male,26,3/14/2018,Lebanon,Upper secondary education (11-13 school years),TRUE	
male,33,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,26,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,30,3/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,20,3/12/2018,Somalia,Lower secondary education (7-11 school years),FALSE	
male,31,4/27/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
male,24,3/14/2018,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),FALSE	
male,24,3/16/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,3/12/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,32,2/13/2019,Iraq,Upper secondary education (11-13 school years),FALSE	
male,31,3/12/2018,South Sudan,Upper secondary education (11-13 school years),FALSE	
male,34,4/1/2018,Iraq,Upper secondary education (11-13 school years),FALSE	
male,28,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,3/23/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,21,3/23/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,21,3/17/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,62,4/7/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,33,11/1/2018,Iraq,Upper secondary education (11-13 school years),FALSE	
male,28,4/28/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,3/14/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,35,3/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,3/13/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,22,10/14/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,41,3/12/2018,Pakistan,Lower secondary education (7-11 school years),FALSE	
male,22,5/1/2018,Lebanon,Upper secondary education (11-13 school years),FALSE	
male,23,3/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,23,4/12/2018,Bangladesh,Lower secondary education (7-11 school years),TRUE	
male,22,3/30/2018,Somalia,Lower secondary education (7-11 school years),FALSE	
male,26,4/9/2018,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),FALSE	
male,21,3/26/2018,Afghanistan,Primary education (4-7 school years),FALSE	
male,33,3/27/2018,Germany,Upper secondary education (11-13 school years),TRUE	
male,27,3/26/2018,Bangladesh,Upper secondary education (11-13 school years),TRUE	
male,30,3/27/2018,Syrian Arab Republic,Primary education (4-7 school years),FALSE	
male,34,3/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,3/31/2018,Turkey,Upper secondary education (11-13 school years),TRUE	
male,36,3/27/2018,Ethiopia,Upper secondary education (11-13 school years),FALSE	
male,19,4/11/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,27,3/26/2018,Turkey,Upper secondary education (11-13 school years),TRUE	
male,29,3/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,36,4/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,8/1/2018,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,21,3/28/2018,Somalia,Primary education (4-7 school years),FALSE	
male,22,3/28/2018,Algeria,Upper secondary education (11-13 school years),TRUE	
male,24,3/26/2018,Afghanistan,I did not go to school,FALSE	
male,27,3/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,23,4/7/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,3/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,3/27/2018,Eritrea,Lower secondary education (7-11 school years),TRUE	
male,29,11/18/2018,Somalia,Upper secondary education (11-13 school years),FALSE	
female,23,3/27/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
male,35,3/27/2018,Eritrea,Lower secondary education (7-11 school years),TRUE	
male,28,2/25/2019,Pakistan,Upper secondary education (11-13 school years),TRUE	
male,28,4/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,3/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,19,4/6/2018,Turkey,Upper secondary education (11-13 school years),FALSE	
male,28,3/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,3/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,6/8/2018,Turkey,Lower secondary education (7-11 school years),FALSE	
male,29,4/10/2018,"Palestine, State of",I did not go to school,TRUE
male,32,4/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,14,3/26/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,27,3/28/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,3/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,27,3/26/2018,Sudan,Lower secondary education (7-11 school years),FALSE	
male,30,3/30/2018,Iraq,Upper secondary education (11-13 school years),TRUE	
male,18,3/29/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,21,3/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,25,3/28/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,28,4/13/2018,Iraq,Upper secondary education (11-13 school years),FALSE	
male,28,4/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,25,4/10/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
female,36,4/10/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,25,4/9/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,4/19/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
female,38,4/9/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
male,22,4/9/2018,Afghanistan,I did not go to school,TRUE	
male,31,4/14/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,24,4/9/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
male,21,4/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,26,7/16/2018,Turkey,Upper secondary education (11-13 school years),TRUE	
male,38,4/10/2018,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,39,4/12/2018,Sudan,Upper secondary education (11-13 school years),TRUE	
female,27,4/21/2018,Ukraine,Upper secondary education (11-13 school years),TRUE	
male,31,4/11/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,46,4/17/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,19,4/13/2018,Afghanistan,Lower secondary education (7-11 school years),FALSE	
female,24,4/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,4/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,4/23/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,4/10/2018,Turkey,Upper secondary education (11-13 school years),TRUE	
