Case Number,PostalCode,Number in Household,# of Adults,# of Children,Quantity,Amount,Cubic Volume Total (Ft),Primary Segment,Appointment Date,Date/Time Opened,DAY,MONTH,YEAR
00004968,M4H1L2,,2,,17,"$1,090.00 ",97.75,Immigrants,,22/02/2016 4:56 PM,22,2,2016
00005796,M1C1P1,5,1,4,20,"$1,295.00 ",115.00,Women and/or Children,,29/04/2016 11:53 AM,29,4,2016
00005700,L4T2M8,3,2,1,22,"$1,395.00 ",126.50,Refugees,,22/04/2016 5:25 PM,22,4,2016
00005721,M9W0C6,3,2,1,22,"$1,340.00 ",126.50,Other,,25/04/2016 12:16 PM,25,4,2016
00005716,M2J0C3,4,2,2,12,$800.00 ,69.00,Women and/or Children,,25/04/2016 10:42 AM,25,4,2016
00005702,M9V2E9,3,2,1,7,$690.00 ,40.25,Refugees,,22/04/2016 5:32 PM,22,4,2016
00005752,M9A3B2,,1,,5,$490.00 ,28.75,Formerly Homeless,,26/04/2016 10:42 AM,26,4,2016
00005716,M2J0C3,4,2,2,4,$75.00 ,23.00,Women and/or Children,,25/04/2016 10:42 AM,25,4,2016
00005800,M8V1A6,,2,,10,$640.00 ,57.50,Formerly Homeless,,29/04/2016 1:14 PM,29,4,2016
00005733,M1K2M8,,1,,11,$435.00 ,63.25,Refugees,,25/04/2016 3:56 PM,25,4,2016
00005701,M6M5G2,,,,2,$340.00 ,11.50,Refugees,,22/04/2016 5:27 PM,22,4,2016
00002927,M4C4X3,3,2,1,21,"$1,535.00 ",120.75,Refugees,,05/08/2015 2:49 PM,5,8,2015
00003014,M6P1N4,,1,,3,$75.00 ,17.25,Formerly Homeless,,13/08/2015 4:29 PM,13,8,2015
00002902,m6m4h2,6,1,5,35,"$2,315.00 ",201.25,Formerly Homeless,,31/07/2015 12:47 PM,31,7,2015
00003021,M4E3V6,,1,,12,$715.00 ,69.00,Formerly Homeless,,14/08/2015 5:11 PM,14,8,2015
00003004,M1J3M7,2,1,1,4,$200.00 ,23.00,Women and/or Children,,13/08/2015 10:35 AM,13,8,2015
00002921,M1V1W1,3,2,1,8,$640.00 ,46.00,Refugees,,05/08/2015 10:45 AM,5,8,2015
00003021,M4E3V6,,1,,3,$60.00 ,17.25,Formerly Homeless,,14/08/2015 5:11 PM,14,8,2015
00002956,L5A2G2,3,1,2,25,"$1,485.00 ",143.75,Formerly Homeless,,10/08/2015 8:40 AM,10,8,2015
00003837,M8V1K7,,2,,8,$485.00 ,46.00,Other,,05/11/2015 6:10 PM,5,11,2015
00003832,M8W4T9,2,1,1,8,$420.00 ,46.00,Other,,05/11/2015 3:01 PM,5,11,2015
00003814,M9C1Y8,3,1,2,11,$450.00 ,63.25,Women and/or Children,,05/11/2015 10:45 AM,5,11,2015
00003829,L5A2G2,2,1,1,19,$930.00 ,109.25,Formerly Homeless,,05/11/2015 2:18 PM,5,11,2015
00003832,M8W4T9,2,1,1,2,$40.00 ,11.50,Other,,05/11/2015 3:01 PM,5,11,2015
00003805,M1L1K9,3,2,1,21,"$1,370.00 ",120.75,Immigrants,,04/11/2015 3:18 PM,4,11,2015
00003740,N6N3Y5,6,2,4,24,"$1,330.00 ",138.00,Women and/or Children,,29/10/2015 4:06 PM,29,10,2015
00003758,M1B2B8,3,1,2,6,$260.00 ,34.50,Women and/or Children,,30/10/2015 3:36 PM,30,10,2015
00003757,M4M2Y2,3,2,1,15,"$1,095.00 ",86.25,Women and/or Children,,30/10/2015 3:16 PM,30,10,2015
00003784,M6C3T2,,1,,11,$470.00 ,63.25,Formerly Homeless,,03/11/2015 11:26 AM,3,11,2015
00004211,M1E4T7,,1,,16,$740.00 ,92.00,Formerly Homeless,,08/12/2015 11:43 AM,8,12,2015
00004401,M4C1M1,,1,,17,$940.00 ,97.75,Mental Illness,,05/01/2016 9:18 AM,5,1,2016
00004050,L6Y1K7,3,1,2,4,$60.00 ,23.00,Women and/or Children,,24/11/2015 12:33 PM,24,11,2015
00004414,M1J1G3,,2,,5,$360.00 ,28.75,Refugees,,05/01/2016 2:14 PM,5,1,2016
00004374,M8V1T8,,2,,23,"$1,015.00 ",132.25,Other,,29/12/2015 9:32 AM,29,12,2015
00004346,M5R3E2,,1,,14,$870.00 ,80.50,Formerly Homeless,,21/12/2015 2:31 PM,21,12,2015
00004368,M4J1G2,5,1,4,19,"$1,460.00 ",109.25,Women and/or Children,,23/12/2015 3:21 PM,23,12,2015
00004354,M6E4Z9,,1,,8,$420.00 ,46.00,Women and/or Children,,22/12/2015 12:32 PM,22,12,2015
00004593,M6K2J6,,1,,9,$580.00 ,51.75,Women & Children,,20/01/2016 10:36 AM,20,1,2016
00004374,M8V1T8,,2,,4,$80.00 ,23.00,Other,,29/12/2015 9:32 AM,29,12,2015
00004378,M1G1S2,4,1,3,9,$760.00 ,51.75,Formerly Homeless,,29/12/2015 11:28 AM,29,12,2015
00004441,M5A3W2,,1,,9,$390.00 ,51.75,Formerly Homeless,,06/01/2016 3:25 PM,6,1,2016
00004445,M6N1Y4,,2,,12,$850.00 ,69.00,Refugees,,06/01/2016 4:44 PM,6,1,2016
00005069,L5B4M5,,1,,15,"$1,120.00 ",86.25,Formerly Homeless,,02/03/2016 10:26 AM,2,3,2016
00005054,M5V0C9,,1,,12,$855.00 ,69.00,Women and/or Children,,01/03/2016 12:28 PM,1,3,2016
00005078,M1W1E1,4,2,2,4,$80.00 ,23.00,Refugees,,02/03/2016 2:39 PM,2,3,2016
00004925,M1B5N9,,2,,4,$380.00 ,23.00,Other,,19/02/2016 8:51 AM,19,2,2016
00004925,M1B5N9,,2,,7,$140.00 ,40.25,Other,,19/02/2016 8:51 AM,19,2,2016
00005183,M1G294,,2,,12,$840.00 ,69.00,Other,,09/03/2016 2:18 PM,9,3,2016
00005183,M1G294,,2,,2,$100.00 ,11.50,Other,,09/03/2016 2:18 PM,9,3,2016
00005836,M1P2X7,3,2,1,5,$155.00 ,28.75,Other,,03/05/2016 1:14 PM,3,5,2016
00005864,M1R4K3,6,2,4,13,$700.00 ,74.75,Other,,04/05/2016 2:29 PM,4,5,2016
00005832,M1R1T9,,3,,7,$450.00 ,40.25,Other,,03/05/2016 11:53 AM,3,5,2016
00005832,M1R1T9,,3,,5,$120.00 ,28.75,Other,,03/05/2016 11:53 AM,3,5,2016
00006029,M1W1V7,,4,,5,$590.00 ,28.75,Other,,18/05/2016 9:31 AM,18,5,2016
00006029,M1W1V7,,4,,2,$40.00 ,11.50,Other,,18/05/2016 9:31 AM,18,5,2016
00003233,M6B2G6,2,1,1,15,$790.00 ,86.25,Women and/or Children,,03/09/2015 2:40 PM,3,9,2015
00003185,M6M2E4,3,1,2,31,"$1,775.00 ",178.25,Refugees,,31/08/2015 11:58 AM,31,8,2015
00003166,M4H1K2,5,2,3,14,"$1,190.00 ",80.50,Immigrants,,28/08/2015 10:21 AM,28,8,2015
00003203,M3J1T4,,2,,19,"$1,080.00 ",109.25,Formerly Homeless,,01/09/2015 1:24 PM,1,9,2015
00003041,M1T1G9,5,3,2,23,"$1,055.00 ",132.25,Other,,18/08/2015 9:10 AM,18,8,2015
00003044,M6C2N8,,2,,4,$80.00 ,23.00,Women & Children,,18/08/2015 10:07 AM,18,8,2015
00003083,M8W1E8,,1,,12,$860.00 ,69.00,Formerly Homeless,,20/08/2015 1:16 PM,20,8,2015
00003149,L4T2E3,3,2,1,17,"$1,450.00 ",97.75,Refugees,,26/08/2015 4:43 PM,26,8,2015
00003071,L6X2S1,2,1,1,7,$465.00 ,40.25,Formerly Homeless,,19/08/2015 1:26 PM,19,8,2015
00003084,M1J1N7,,2,,15,$790.00 ,86.25,Refugees,,20/08/2015 1:35 PM,20,8,2015
00003147,M5T2R2,,1,,9,$710.00 ,51.75,Formerly Homeless,,26/08/2015 3:34 PM,26,8,2015
00003149,L4T2E3,3,2,1,4,$80.00 ,23.00,Refugees,,26/08/2015 4:43 PM,26,8,2015
00003104,M1H2H4,2,1,1,8,$650.00 ,46.00,Other,,22/08/2015 8:21 AM,22,8,2015
00003071,L6X2S1,2,1,1,3,$80.00 ,17.25,Formerly Homeless,,19/08/2015 1:26 PM,19,8,2015
00003001,M5A3A9,,1,,8,$590.00 ,46.00,Refugees,,12/08/2015 3:53 PM,12,8,2015
00003151,M1J1P5,1,1,0,5,$480.00 ,28.75,Other,,27/08/2015 8:50 AM,27,8,2015
00003200,L7A3S5,4,3,1,24,"$1,510.00 ",138.00,Refugees,,01/09/2015 11:22 AM,1,9,2015
00003252,M6J0c7,,1,,9,$510.00 ,51.75,Formerly Homeless,,08/09/2015 12:54 PM,8,9,2015
00003169,M6K2T8,2,1,1,16,"$1,035.00 ",92.00,Formerly Homeless,,28/08/2015 10:53 AM,28,8,2015
00003205,L6Y4N4,3,2,1,7,$565.00 ,40.25,Refugees,,01/09/2015 4:28 PM,1,9,2015
00003293,M9V4M2,,1,,11,$660.00 ,63.25,Women and/or Children,,11/09/2015 11:59 AM,11,9,2015
00003182,L5A2G2,6,1,5,30,"$1,915.00 ",172.50,Formerly Homeless,,28/08/2015 3:42 PM,28,8,2015
00003209,M2J1L4,5,3,2,33,"$2,080.00 ",189.75,Refugees,,01/09/2015 5:19 PM,1,9,2015
00003205,L6Y4N4,3,2,1,3,$140.00 ,17.25,Refugees,,01/09/2015 4:28 PM,1,9,2015
00003317,M3C1E6,,,,9,$640.00 ,51.75,Formerly Homeless,,15/09/2015 1:56 PM,15,9,2015
00003317,M3C1E6,,,,4,$80.00 ,23.00,Formerly Homeless,,15/09/2015 1:56 PM,15,9,2015
00003263,M3H5H8,,1,,6,$190.00 ,34.50,Women & Children,,09/09/2015 11:19 AM,9,9,2015
00004139,M4H1L3,5,2,3,32,"$1,975.00 ",184.00,Immigrants,,01/12/2015 9:42 AM,1,12,2015
00004317,M1E4T7,1,1,0,17,"$1,055.00 ",97.75,Formerly Homeless,,17/12/2015 4:37 PM,17,12,2015
00004387,M9N3P8,,2,,12,$770.00 ,69.00,Formerly Homeless,,04/01/2016 9:26 AM,4,1,2016
00004206,M6A2N4,,1,,6,$380.00 ,34.50,Formerly Homeless,,08/12/2015 9:45 AM,8,12,2015
00004206,M6A2N4,,1,,1,$20.00 ,5.75,Formerly Homeless,,08/12/2015 9:45 AM,8,12,2015
00004387,M9N3P8,,2,,3,$60.00 ,17.25,Formerly Homeless,,04/01/2016 9:26 AM,4,1,2016
00004136,M9V4C4,5,1,4,25,"$1,785.00 ",143.75,Women and/or Children,,30/11/2015 5:18 PM,30,11,2015
00004773,M3N2C4,2,1,1,7,$415.00 ,40.25,Women and/or Children,,03/02/2016 4:15 PM,3,2,2016
00004773,M3N2C4,2,1,1,2,$80.00 ,11.50,Women and/or Children,,03/02/2016 4:15 PM,3,2,2016
00005020,M1P3A1,,1,,3,$115.00 ,17.25,Other,,28/02/2016 2:43 PM,28,2,2016
00005020,M1P3A1,,1,,12,$685.00 ,69.00,Other,,28/02/2016 2:43 PM,28,2,2016
00004938,M1G3S5,,4,,4,$460.00 ,23.00,Other,,19/02/2016 12:51 PM,19,2,2016
00004938,M1G3S5,,4,,1,$20.00 ,5.75,Other,,19/02/2016 12:51 PM,19,2,2016
00005018,M1S0B3,3,2,1,17,"$1,130.00 ",97.75,Other,,28/02/2016 1:00 PM,28,2,2016
00005018,M1S0B3,3,2,1,6,$150.00 ,34.50,Other,,28/02/2016 1:00 PM,28,2,2016
00005296,M9V4H7,,,,7,$490.00 ,40.25,Formerly Homeless,,21/03/2016 10:12 AM,21,3,2016
00004880,M3N1A2,3,1,2,21,"$1,445.00 ",120.75,Women and/or Children,,12/02/2016 1:51 PM,12,2,2016
00005006,M1G3M5,5,1,4,23,"$1,260.00 ",132.25,Women and/or Children,,26/02/2016 11:35 AM,26,2,2016
00005006,M1G3M5,5,1,4,4,$80.00 ,23.00,Women and/or Children,,26/02/2016 11:35 AM,26,2,2016
00004942,M1K1P4,3,1,2,12,$980.00 ,69.00,Other,,19/02/2016 2:02 PM,19,2,2016
00004990,M4J1X4,,1,,11,"$1,120.00 ",63.25,Women and/or Children,,24/02/2016 3:33 PM,24,2,2016
00004999,M9N1B6,3,1,2,22,"$1,395.00 ",126.50,Other,,25/02/2016 3:03 PM,25,2,2016
00005114,M1H2Y4,3,2,1,10,"$1,005.00 ",57.50,Other,,03/03/2016 9:04 PM,3,3,2016
00004942,M1K1P4,3,1,2,3,$60.00 ,17.25,Other,,19/02/2016 2:02 PM,19,2,2016
00005167,M6C4A4,,1,,6,$490.00 ,34.50,Formerly Homeless,,08/03/2016 3:16 PM,8,3,2016
00005362,L6V2V7,,1,,10,$630.00 ,57.50,Formerly Homeless,,29/03/2016 10:57 AM,29,3,2016
00005403,m6k2t8,5,2,3,29,"$1,890.00 ",166.75,Immigrants,,31/03/2016 9:43 AM,31,3,2016
00005442,M9W4V4,,2,,19,"$1,090.00 ",109.25,Refugees,,04/04/2016 3:39 PM,4,4,2016
00005601,M1G1S2,3,2,1,17,"$1,145.00 ",97.75,Women and/or Children,,15/04/2016 9:36 AM,15,4,2016
00005447,L5J3P9,6,1,5,16,"$1,270.00 ",92.00,Formerly Homeless,,05/04/2016 10:58 AM,5,4,2016
00005385,M4H1J4,3,2,1,18,"$1,020.00 ",103.50,Immigrants,,30/03/2016 9:35 AM,30,3,2016
00005451,M4C1L5,3,2,1,26,$825.00 ,149.50,Immigrants,,05/04/2016 12:35 PM,5,4,2016
00005427,M6L1C4,3,2,1,13,$900.00 ,74.75,Other,,01/04/2016 12:02 PM,1,4,2016
00005432,M9R3Y9,3,1,2,15,$930.00 ,86.25,Formerly Homeless,,01/04/2016 2:57 PM,1,4,2016
00005427,M6L1C4,3,2,1,1,$80.00 ,5.75,Other,,01/04/2016 12:02 PM,1,4,2016
00004224,M4C5N3,3,1,2,25,"$1,695.00 ",143.75,Formerly Homeless,,09/12/2015 11:39 AM,9,12,2015
00004231,M9N2A4,2,1,1,21,"$1,355.00 ",120.75,Formerly Homeless,,09/12/2015 4:15 PM,9,12,2015
00003800,M6N4C1,,1,,4,$450.00 ,23.00,Formerly Homeless,,04/11/2015 12:55 PM,4,11,2015
00003844,M6N5A5,2,1,1,25,"$1,590.00 ",143.75,Women and/or Children,,06/11/2015 12:19 PM,6,11,2015
00003800,M6N4C1,,1,,7,$230.00 ,40.25,Formerly Homeless,,04/11/2015 12:55 PM,4,11,2015
00003805,M1L1K9,3,2,1,4,$80.00 ,23.00,Immigrants,,04/11/2015 3:18 PM,4,11,2015
00003787,M3C1R8,8,3,5,13,$700.00 ,74.75,Immigrants,,03/11/2015 12:54 PM,3,11,2015
00004234,M1G3T3,3,2,1,20,"$1,265.00 ",115.00,Other,,09/12/2015 5:40 PM,9,12,2015
00004162,M4H1J4,,3,,16,"$1,100.00 ",92.00,Refugees,,02/12/2015 3:10 PM,2,12,2015
00004248,M6N2H5,,1,,7,$515.00 ,40.25,Formerly Homeless,,11/12/2015 10:16 AM,11,12,2015
00004410,M6M5B5,,1,,18,"$1,235.00 ",103.50,Formerly Homeless,,05/01/2016 12:00 PM,5,1,2016
00004400,M3M1V9,,1,,7,$490.00 ,40.25,Formerly Homeless,,04/01/2016 4:23 PM,4,1,2016
00004333,M4H1L4,6,2,4,7,$180.00 ,40.25,Immigrants,,18/12/2015 1:05 PM,18,12,2015
00004345,M5A1W5,,1,,18,"$1,185.00 ",103.50,Formerly Homeless,,21/12/2015 12:25 PM,21,12,2015
00004481,M6E2T9,,3,,2,$40.00 ,11.50,Formerly Homeless,,08/01/2016 3:51 PM,8,1,2016
00004338,M1K1P8,3,1,2,30,"$1,865.00 ",172.50,Formerly Homeless,,18/12/2015 3:28 PM,18,12,2015
00005111,L4T3T5,5,1,4,21,"$1,280.00 ",120.75,Women and/or Children,,03/03/2016 4:42 PM,3,3,2016
00005102,M2J2C3,5,4,1,17,"$1,130.00 ",97.75,Refugees,,03/03/2016 12:04 PM,3,3,2016
00003072,M1J2G9,2,1,1,14,$865.00 ,80.50,Refugees,,19/08/2015 2:43 PM,19,8,2015
00003119,M8Y3K2,2,1,1,2,$40.00 ,11.50,Women and/or Children,,25/08/2015 10:15 AM,25,8,2015
00003073,M5P3J1,4,2,2,16,"$1,040.00 ",92.00,Other,,19/08/2015 4:12 PM,19,8,2015
00003065,M1K1R3,7,2,5,28,"$1,865.00 ",161.00,Women and/or Children,,19/08/2015 12:05 PM,19,8,2015
00002961,M3L2J1,3,1,2,16,"$1,070.00 ",92.00,Refugees,,10/08/2015 1:15 PM,10,8,2015
00003039,M1G1S1,3,1,2,28,"$1,550.00 ",161.00,Refugees,,17/08/2015 10:08 PM,17,8,2015
00003160,M1J2H8,4,1,3,25,"$1,240.00 ",143.75,Other,,27/08/2015 2:27 PM,27,8,2015
00004150,M6N1Y3,,4,,24,"$1,230.00 ",138.00,Other,,01/12/2015 3:59 PM,1,12,2015
00004861,M1P4N9,,2,,13,$485.00 ,74.75,Other,,11/02/2016 1:50 PM,11,2,2016
00005110,M6C2R4,,1,,13,$845.00 ,74.75,Formerly Homeless,,03/03/2016 3:58 PM,3,3,2016
00005011,M1H2Y4,4,2,2,25,"$1,610.00 ",143.75,Other,,27/02/2016 10:04 AM,27,2,2016
00004861,M1P4N9,,2,,1,$20.00 ,5.75,Other,,11/02/2016 1:50 PM,11,2,2016
00005094,M6N3E1,,1,,3,$140.00 ,17.25,Formerly Homeless,,03/03/2016 9:44 AM,3,3,2016
00004798,M4C4X3,3,2,1,22,"$1,500.00 ",126.50,Immigrants,,05/02/2016 9:32 AM,5,2,2016
00004770,M3A3B3,3,2,1,3,$235.00 ,17.25,Refugees,,03/02/2016 10:37 AM,3,2,2016
00005313,M1E4P9,4,1,3,2,$160.00 ,11.50,Women and/or Children,,22/03/2016 1:59 PM,22,3,2016
00004990,M4J1X4,,1,,2,$60.00 ,11.50,Women and/or Children,,24/02/2016 3:33 PM,24,2,2016
00005135,M1L1K9,3,2,1,8,$790.00 ,46.00,Other,,04/03/2016 3:25 PM,4,3,2016
00004996,M1W2N7,,2,,13,$615.00 ,74.75,Refugees,,25/02/2016 1:10 PM,25,2,2016
00005114,M1H2Y4,3,2,1,1,$20.00 ,5.75,Other,,03/03/2016 9:04 PM,3,3,2016
00005297,M6K2T8,,1,,13,$920.00 ,74.75,Formerly Homeless,,21/03/2016 10:17 AM,21,3,2016
00005096,L5K1T4,2,1,1,10,$820.00 ,57.50,Formerly Homeless,,03/03/2016 10:06 AM,3,3,2016
00005297,M6K2T8,,1,,2,$40.00 ,11.50,Formerly Homeless,,21/03/2016 10:17 AM,21,3,2016
00005306,M5e1Y6,,1,,1,$20.00 ,5.75,Women and/or Children,,21/03/2016 3:48 PM,21,3,2016
00005856,M4B2G1,3,2,1,1,$110.00 ,5.75,Immigrants,,04/05/2016 1:05 PM,4,5,2016
00003003,M6G3K9,3,2,1,7,$590.00 ,40.25,Refugees,,12/08/2015 5:30 PM,12,8,2015
00002994,M4C2L8,,1,,6,$350.00 ,34.50,Women and/or Children,,12/08/2015 10:49 AM,12,8,2015
00002917,M5N2H7,4,2,2,29,"$1,895.00 ",166.75,Refugees,,04/08/2015 4:53 PM,4,8,2015
00002966,M1K5J7,3,2,1,21,"$1,305.00 ",120.75,Refugees,,10/08/2015 3:08 PM,10,8,2015
00002936,M4E3N3,3,2,1,24,"$1,610.00 ",138.00,Women and/or Children,,06/08/2015 1:02 PM,6,8,2015
00002994,M4C2L8,,1,,3,$60.00 ,17.25,Women and/or Children,,12/08/2015 10:49 AM,12,8,2015
00002926,M1L1L1,,3,,26,"$1,610.00 ",149.50,Refugees,,05/08/2015 1:40 PM,5,8,2015
00003854,M9V2E9,3,3,0,13,$980.00 ,74.75,Refugees,,06/11/2015 2:44 PM,6,11,2015
00003852,M9V1N9,1,1,0,13,$610.00 ,74.75,Refugees,,06/11/2015 2:16 PM,6,11,2015
00004324,M1E2R3,,1,,23,"$1,065.00 ",132.25,Formerly Homeless,,18/12/2015 11:47 AM,18,12,2015
00004410,M6M5B5,,1,,3,$60.00 ,17.25,Formerly Homeless,,05/01/2016 12:00 PM,5,1,2016
00004245,M1C5B2,3,1,2,24,"$1,315.00 ",138.00,Other,,10/12/2015 3:19 PM,10,12,2015
00004133,L4Z1H6,3,1,2,24,"$1,720.00 ",138.00,Formerly Homeless,,30/11/2015 2:57 PM,30,11,2015
00004402,M3H4N3,1,1,0,13,$620.00 ,74.75,Formerly Homeless,,05/01/2016 9:28 AM,5,1,2016
00004073,M9R3Y9,4,2,2,32,"$2,065.00 ",184.00,Refugees,,25/11/2015 3:01 PM,25,11,2015
00004340,M3C3A4,6,2,4,9,$185.00 ,51.75,Immigrants,,18/12/2015 4:22 PM,18,12,2015
00004337,M8Z3C2,,3,,16,"$1,195.00 ",92.00,Refugees,,18/12/2015 3:21 PM,18,12,2015
00004455,L6P3M8,3,2,1,14,"$1,250.00 ",80.50,Refugees,,07/01/2016 9:25 AM,7,1,2016
00004347,M6B1B1,4,2,2,12,$760.00 ,69.00,Refugees,,21/12/2015 3:15 PM,21,12,2015
00004362,L5K1T4,5,3,2,21,"$1,525.00 ",120.75,Refugees,,23/12/2015 9:52 AM,23,12,2015
00004363,M6N2H6,,1,,6,$550.00 ,34.50,Refugees,,23/12/2015 11:21 AM,23,12,2015
00004337,M8Z3C2,,3,,2,$40.00 ,11.50,Refugees,,18/12/2015 3:21 PM,18,12,2015
00004412,L6R0T7,,2,,19,"$1,180.00 ",109.25,Refugees,,05/01/2016 1:27 PM,5,1,2016
00004428,M5A3W2,,1,,3,$140.00 ,17.25,Women and/or Children,,06/01/2016 11:46 AM,6,1,2016
00004362,L5K1T4,5,3,2,2,$40.00 ,11.50,Refugees,,23/12/2015 9:52 AM,23,12,2015
00004511,M1G2M4,,1,,7,$660.00 ,40.25,Other,,13/01/2016 1:37 PM,13,1,2016
00005303,M5T3C2,,1,,20,"$1,325.00 ",115.00,Women and/or Children,,21/03/2016 1:24 PM,21,3,2016
00005311,M3N2Y2,2,1,1,5,$535.00 ,28.75,Refugees,,22/03/2016 1:41 PM,22,3,2016
00005301,M9W1V9,7,2,5,28,"$1,685.00 ",161.00,Formerly Homeless,,21/03/2016 1:12 PM,21,3,2016
00005316,M6K2J5,,2,,22,"$1,035.00 ",126.50,Refugees,,22/03/2016 2:49 PM,22,3,2016
00005307,L6Y5J7,4,2,2,15,"$1,070.00 ",86.25,Refugees,,21/03/2016 4:39 PM,21,3,2016
00005310,M3N1J1,4,1,3,48,"$2,735.00 ",276.00,Formerly Homeless,,22/03/2016 12:07 PM,22,3,2016
00005311,M3N2Y2,2,1,1,3,$60.00 ,17.25,Refugees,,22/03/2016 1:41 PM,22,3,2016
00005364,M8Y1B2,,2,,17,"$1,295.00 ",97.75,Other,,29/03/2016 11:38 AM,29,3,2016
00005799,M4C4H1,5,2,3,34,"$2,190.00 ",195.50,Formerly Homeless,,29/04/2016 1:14 PM,29,4,2016
00005822,M6N4Y2,,1,,15,$885.00 ,86.25,Women and/or Children,,02/05/2016 3:12 PM,2,5,2016
00005804,M4H1L1,4,2,2,17,"$1,240.00 ",97.75,Immigrants,,29/04/2016 1:29 PM,29,4,2016
00005816,M4B2E4,,1,,18,"$1,420.00 ",103.50,Refugees,,02/05/2016 9:37 AM,2,5,2016
00005814,L6W3W9,4,2,2,13,$615.00 ,74.75,Refugees,,30/04/2016 9:12 AM,30,4,2016
00005827,M3N2P9,4,1,3,5,$680.00 ,28.75,Other,,02/05/2016 11:34 PM,2,5,2016
00005795,M9W4L7,5,4,1,30,"$2,010.00 ",172.50,Refugees,,29/04/2016 11:29 AM,29,4,2016
00005827,M3N2P9,4,1,3,5,$185.00 ,28.75,Other,,02/05/2016 11:34 PM,2,5,2016
00003069,M6M4X7,,2,,11,$640.00 ,63.25,Formerly Homeless,,19/08/2015 1:14 PM,19,8,2015
00003085,M9N3P5,,1,,14,$850.00 ,80.50,Formerly Homeless,,20/08/2015 2:21 PM,20,8,2015
00003093,M3N1V2,2,1,1,23,"$1,395.00 ",132.25,Immigrants & Newcomers,,21/08/2015 12:48 PM,21,8,2015
00003144,M4H1K6,2,1,1,22,"$1,350.00 ",126.50,Women and/or Children,,26/08/2015 1:41 PM,26,8,2015
00003015,M8V3H5,1,1,0,6,$340.00 ,34.50,Formerly Homeless,,14/08/2015 8:56 AM,14,8,2015
00002928,M4J1L1,,1,,8,$610.00 ,46.00,Other,,05/08/2015 3:33 PM,5,8,2015
00002974,M2M3W1,,3,,19,"$1,440.00 ",109.25,Refugees,,11/08/2015 10:14 AM,11,8,2015
00003275,M5R3K6,,1,,8,$740.00 ,46.00,Women & Children,,10/09/2015 11:59 AM,10,9,2015
00003213,M9P2R8,2,1,1,12,$505.00 ,69.00,Women and/or Children,,02/09/2015 10:40 AM,2,9,2015
00003270,L4C4M2,,2,,28,"$1,550.00 ",161.00,Refugees,,09/09/2015 5:05 PM,9,9,2015
00003286,M8V2R1,,2,,5,$510.00 ,28.75,Women & Children,,11/09/2015 10:07 AM,11,9,2015
00003265,MIK1P6,,1,,7,$620.00 ,40.25,Formerly Homeless,,09/09/2015 1:46 PM,9,9,2015
00003278,M4C4H1,,1,,16,"$1,105.00 ",92.00,Formerly Homeless,,10/09/2015 12:44 PM,10,9,2015
00003257,M3N1A1,3,1,2,8,$465.00 ,46.00,Women and/or Children,,08/09/2015 3:28 PM,8,9,2015
00003219,M9W4V4,3,2,1,20,"$1,250.00 ",115.00,Refugees,,02/09/2015 3:48 PM,2,9,2015
00003237,M1G1S1,2,1,1,8,$600.00 ,46.00,Women and/or Children,,03/09/2015 4:55 PM,3,9,2015
00003695,M6S4B6,,1,,7,$370.00 ,40.25,Mental Illness,,27/10/2015 8:05 AM,27,10,2015
00004989,M9R3Y9,,3,,17,$845.00 ,97.75,Formerly Homeless,,24/02/2016 3:24 PM,24,2,2016
00004980,M4P3B4,,1,,19,$900.00 ,109.25,Formerly Homeless,,23/02/2016 5:12 PM,23,2,2016
00004977,M3J1B2,3,1,2,9,$415.00 ,51.75,Refugees,,23/02/2016 4:09 PM,23,2,2016
00004978,M3J2S8,3,1,2,5,$360.00 ,28.75,Refugees,,23/02/2016 4:13 PM,23,2,2016
00004979,M9N1Z3,,1,,10,$690.00 ,57.50,Refugees,,23/02/2016 4:16 PM,23,2,2016
00004986,M6M5B5,,1,,8,$360.00 ,46.00,Refugees,,24/02/2016 2:51 PM,24,2,2016
00005014,M2J2C6,,4,,25,"$1,445.00 ",143.75,Other,,28/02/2016 6:06 AM,28,2,2016
00005012,M1E2R4,5,4,1,20,"$1,330.00 ",115.00,Refugees,,27/02/2016 12:12 PM,27,2,2016
00005014,M2J2C6,,4,,2,$40.00 ,11.50,Other,,28/02/2016 6:06 AM,28,2,2016
00005000,M1W2C8,2,1,1,19,"$1,370.00 ",109.25,Women and/or Children,,25/02/2016 3:13 PM,25,2,2016
00005015,M3C1E4,5,3,2,16,"$1,110.00 ",92.00,Other,,28/02/2016 6:59 AM,28,2,2016
00005008,M1X1V9,3,2,1,22,"$1,545.00 ",126.50,Refugees,,26/02/2016 2:48 PM,26,2,2016
00005602,M4B2G1,3,2,1,42,"$2,350.00 ",241.50,Other,,15/04/2016 10:15 AM,15,4,2016
00005704,M4B2G1,3,2,1,11,$595.00 ,63.25,Women and/or Children,,22/04/2016 5:47 PM,22,4,2016
00004316,M9B4A4,4,2,2,23,"$1,565.00 ",132.25,Other,,17/12/2015 4:33 PM,17,12,2015
00004429,M1P2A6,5,2,3,26,"$1,480.00 ",149.50,Other,,06/01/2016 12:00 PM,6,1,2016
00004225,M3N2G9,2,1,1,11,$705.00 ,63.25,Women and/or Children,,09/12/2015 12:05 PM,9,12,2015
00004229,M1T2Z7,4,1,3,15,"$1,060.00 ",86.25,Women and/or Children,,09/12/2015 3:03 PM,9,12,2015
